molecule_id,standardized_smiles,inchikey,scaffold,scaffold_split,random_split
ALKOZRMIHXYOHB-SGIRGMQISA-N,O=C1NC[C@@H](c2ccc(F)cc2)C12CCN([C@@H]1COCC[C@@]1(O)c1ccccc1)CC2,ALKOZRMIHXYOHB-SGIRGMQISA-N,O=C1NCC(c2ccccc2)C12CCN(C1COCCC1c1ccccc1)CC2,train,train
FXUCYRRIEXLTRF-UHFFFAOYSA-N,N#Cc1ccc(N2N=C(c3ccc4[nH]c(=O)oc4c3)CC2c2ccc(F)cc2)cc1,FXUCYRRIEXLTRF-UHFFFAOYSA-N,O=c1[nH]c2ccc(C3=NN(c4ccccc4)C(c4ccccc4)C3)cc2o1,train,train
JEEQEUWCFNPVRU-LJQANCHMSA-N,COCCONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,JEEQEUWCFNPVRU-LJQANCHMSA-N,O=C(NCCCN1CCC(NCc2ccsc2)CC1)c1cccnc1,test,validation
BPSGUTHNLYFYMX-UHFFFAOYSA-N,O=S(=O)(c1ccc(F)cc1)c1ccc(C=Cc2ccc(F)cc2)cn1,BPSGUTHNLYFYMX-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccccc2)cn1,train,validation
TVWCWSQGYOKMAS-UHFFFAOYSA-N,N#Cc1ccc(Cn2cncc2C[N+]C2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,TVWCWSQGYOKMAS-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCC([N+]Cc2cncn2Cc2ccccc2)C1=O,test,train
XJZUXVITCPZPSL-UHFFFAOYSA-N,O=c1ccc2ncc(F)c3c2n1CC3(O)CC12CCC(NCc3cc4c(cn3)OCCS4(=O)=O)(CC1)CO2,XJZUXVITCPZPSL-UHFFFAOYSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(cn3)OCCS4(=O)=O)(CC1)CO2,train,validation
IDAXSJSJUWMJSI-UHFFFAOYSA-N,Cc1nc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,IDAXSJSJUWMJSI-UHFFFAOYSA-N,c1ccc(Cn2ccc3ncnc(OCc4ncon4)c32)nc1,test,validation
NDXPOARUSJMOJN-CQSZACIVSA-N,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn[nH]c1C1CC1,NDXPOARUSJMOJN-CQSZACIVSA-N,O=C(NCCCN1CCC(Oc2ccccc2)CC1)c1cn[nH]c1C1CC1,train,train
IQZVBBALTJFFCB-HNNXBMFYSA-N,c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,IQZVBBALTJFFCB-HNNXBMFYSA-N,c1ccc2cc(COC3CCNC3)ccc2c1,train,train
ZPBNIQBBVBKMAX-CQSZACIVSA-N,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C(=O)[C@@H](C)O)CC1,ZPBNIQBBVBKMAX-CQSZACIVSA-N,c1ccc(Nc2cnnc3ccc(N4CCNCC4)cc23)cc1,train,train
UQKHQHYWAJFGDY-SFHVURJKSA-N,C[C@H]1CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1C(=O)OCc1ccccc1,UQKHQHYWAJFGDY-SFHVURJKSA-N,O=C(Nc1ccccc1)c1ccc(N2CCN(C(=O)OCc3ccccc3)CC2)nc1,train,train
WBFZANJQMLFGOG-UHFFFAOYSA-N,CCc1cccc(NC(=O)N2CCc3nc(-c4cncnc4)nc(-c4ccccc4C)c3C2)c1,WBFZANJQMLFGOG-UHFFFAOYSA-N,O=C(Nc1ccccc1)N1CCc2nc(-c3cncnc3)nc(-c3ccccc3)c2C1,train,train
WMONHIUXMOXBDS-UHFFFAOYSA-N,CC(C)(C)CCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,WMONHIUXMOXBDS-UHFFFAOYSA-N,O=C(c1ccc2[nH]ncc2c1)C1CCCN1,train,test
KVTYWLATLSZWKO-UHFFFAOYSA-N,Nc1ccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c2c1,KVTYWLATLSZWKO-UHFFFAOYSA-N,c1ccc(Oc2ccc(Cc3nc4ccccc4[nH]3)cc2)cc1,train,train
JBIXJDQVQFSQHB-UHFFFAOYSA-N,c1ccc(-c2cnc(Nc3cc(CN4CCCC4)ccn3)s2)cc1,JBIXJDQVQFSQHB-UHFFFAOYSA-N,c1ccc(-c2cnc(Nc3cc(CN4CCCC4)ccn3)s2)cc1,train,train
TZIGXNATHZDTPE-UHFFFAOYSA-N,CC1Cc2c([nH]c3cc(Cl)ccc23)C2(N1)C(=O)Nc1ccc(Cl)cc12,TZIGXNATHZDTPE-UHFFFAOYSA-N,O=C1Nc2ccccc2C12NCCc1c2[nH]c2ccccc12,train,train
AVTBWIUBCJLMAN-UHFFFAOYSA-N,O=c1ccnc(NCC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1,AVTBWIUBCJLMAN-UHFFFAOYSA-N,O=c1ccnc(NCC2CCN(c3nc4ccccc4n3Cc3ccccc3)CC2)[nH]1,train,train
PJAWWAHOIPODIN-UHFFFAOYSA-N,CN(CCN1CC2CN(CCc3cccc(F)c3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,PJAWWAHOIPODIN-UHFFFAOYSA-N,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,train,test
NMNJWRKGTYNGSA-UHFFFAOYSA-N,O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,NMNJWRKGTYNGSA-UHFFFAOYSA-N,c1ccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccc4c(c3)OCO4)c2)cc1,train,train
LCDDAGSJHKEABN-UHFFFAOYSA-N,CC(C)(C)OCC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,LCDDAGSJHKEABN-UHFFFAOYSA-N,O=C1CN(C(=O)CCCc2ccccc2)CCN1,train,validation
KLQDZSYTMPJBBU-UWJYYQICSA-N,Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,KLQDZSYTMPJBBU-UWJYYQICSA-N,c1ccc(C2CC23CCN(CCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,train
UIGPHCALDFFENP-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3c(O)cccc32)cc1,UIGPHCALDFFENP-UHFFFAOYSA-N,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,validation,train
GGQCJJJQUHXYRL-NBMJBFSESA-N,CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](NC(=O)c3cccc(C(F)(F)F)n3)C2=O)[C@H](CS(C)(=O)=O)C1,GGQCJJJQUHXYRL-NBMJBFSESA-N,O=C(NC1CCN(C2CCCCC2)C1=O)c1ccccn1,train,train
QOUVFTQPYVSKEQ-UHFFFAOYSA-N,c1ccc(CCN2C3CCC2CC(c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,QOUVFTQPYVSKEQ-UHFFFAOYSA-N,c1ccc(CCN2C3CCC2CC(c2c(-c4ccccc4)[nH]c4ccccc24)C3)cc1,train,train
XMAPWOFXGAUILR-QZSWPAETSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3c(F)cccc3F)(CC1)CO2,XMAPWOFXGAUILR-QZSWPAETSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,validation,train
NKANXQFJJICGDU-UHFFFAOYSA-N,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-UHFFFAOYSA-N,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,train,train
WUEQPQSUWDSVRO-UHFFFAOYSA-N,COC1COCCC1NC1CCC(C(=O)N2CCN(c3cc(C(F)(F)F)ncn3)CC2)(C(C)C)C1,WUEQPQSUWDSVRO-UHFFFAOYSA-N,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccncn2)CC1,train,test
AHNFQQHGOJRCIY-IBGZPJMESA-N,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3O)C2=O)cc1,AHNFQQHGOJRCIY-IBGZPJMESA-N,O=C(c1cccnc1)N1CCC(NCc2cncn2Cc2ccccc2)C1=O,train,train
SESNYPNPIJXNNP-AUGIVFKSSA-N,CC[C@H](C)[C@H](C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,SESNYPNPIJXNNP-AUGIVFKSSA-N,c1ccc(Cc2cc(C3CCN(CC4CNCC4c4ccccc4)CC3)[nH]n2)cc1,train,train
HYDPSWCXRCQOAC-UHFFFAOYSA-N,CC(C)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,HYDPSWCXRCQOAC-UHFFFAOYSA-N,c1ccc(-n2ccc3ccccc32)cc1,test,test
IOCMJUXJUBZFSJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccccc1,IOCMJUXJUBZFSJ-UHFFFAOYSA-N,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,validation,train
FKSOCJRHXHEXDT-INIZCTEOSA-N,COC(=O)N1CC[C@H](N(Cc2cccc(F)c2F)c2ccc(C#N)c(Cl)c2)C1,FKSOCJRHXHEXDT-INIZCTEOSA-N,c1ccc(CN(c2ccccc2)C2CCNC2)cc1,validation,train
WUQKVUWAWWXIRX-UHFFFAOYSA-N,CCCCCCCN1CCC(C(=O)c2ccc(Cl)cc2)CC1,WUQKVUWAWWXIRX-UHFFFAOYSA-N,O=C(c1ccccc1)C1CCNCC1,train,train
LNJJQOSBUJHSNG-UHFFFAOYSA-N,CCCN(CC)CC#Cc1ccc(C)cc1,LNJJQOSBUJHSNG-UHFFFAOYSA-N,c1ccccc1,train,train
ACYSIZUFQATBIE-JPJDGNMPSA-N,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@@H](N1CCN(CCO)CC1)C2,ACYSIZUFQATBIE-JPJDGNMPSA-N,C1=CC2CC1CC2Nc1ccnc(Nc2ccc3c(c2)CCCC(N2CCNCC2)C3)n1,train,train
UGRYBQQJOKDQHB-CIXDGQAGSA-N,CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,UGRYBQQJOKDQHB-CIXDGQAGSA-N,O=C(Cc1ccccc1)NC1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,train,train
HCOCJWJTYDDBRV-OAHLLOKOSA-N,CC(C)c1noc(N2CCN(c3ncc(OCc4ccc(S(C)(=O)=O)cc4F)cn3)[C@H](C)C2)n1,HCOCJWJTYDDBRV-OAHLLOKOSA-N,c1ccc(COc2cnc(N3CCN(c4ncno4)CC3)nc2)cc1,validation,validation
BEXVBWGCOSRYDF-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1cccnc1,BEXVBWGCOSRYDF-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccccc3)c2)CC1)NC(c1ccccc1)c1cccnc1,train,train
NSKYYUZMAXEZIR-AQTBWJFISA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)CCN1CCN(C)CC1,NSKYYUZMAXEZIR-AQTBWJFISA-N,O=C(CCN1CCNCC1)Nc1c[nH]c(C=C2C(=O)Nc3ccccc32)c1,validation,validation
ADSYCQHXJJBMGD-PVARCSIZSA-N,N[C@H](C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1,ADSYCQHXJJBMGD-PVARCSIZSA-N,O=C(CC1CCC(NS(=O)(=O)c2ccccc2)CC1)N1CCCC1,train,train
KJHKTHWMRKYKJE-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,KJHKTHWMRKYKJE-UHFFFAOYSA-N,O=C(COc1ccccc1)NC(CCC(Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1,validation,train
MBTYZIYXBKABHQ-UHFFFAOYSA-N,C=S(=O)(NC)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,MBTYZIYXBKABHQ-UHFFFAOYSA-N,O=C1OCC(c2ccccc2)=C1c1ccccc1,train,train
QMEVNKQPIKUQRD-UHFFFAOYSA-N,C#CC1(O)CCC(N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,QMEVNKQPIKUQRD-UHFFFAOYSA-N,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,train,train
PQGSNDQPFAIROH-UHFFFAOYSA-N,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC(C)C)cc2)cc1,PQGSNDQPFAIROH-UHFFFAOYSA-N,O=C1NCC(c2ccccc2)N1CCc1ccccc1,train,train
PBDMWGSHTOZGOM-UHFFFAOYSA-N,COc1ccc(CC(C)(C)NCC(O)COc2cccc3[nH]c(=O)[nH]c23)cc1,PBDMWGSHTOZGOM-UHFFFAOYSA-N,O=c1[nH]c2cccc(OCCCNCCc3ccccc3)c2[nH]1,train,train
ZZLRBKFHORVSEX-UHFFFAOYSA-N,CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN(C)C)c1ccccc1,ZZLRBKFHORVSEX-UHFFFAOYSA-N,C1=NN2c3ccccc3OCC2C1c1ccccc1,train,test
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,c1ccc(Cc2cncnc2)cc1,train,train
IKINOGQZTQWAIL-UHFFFAOYSA-N,CC(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,IKINOGQZTQWAIL-UHFFFAOYSA-N,c1ccc2c(N3CCN(CCc4ccc5c(c4)CCC5)CC3)nsc2c1,test,train
ZKOGSLKSILTRTB-QEAPWSMKSA-N,C[C@@H](OC1CCC2NC1(c1ccccc1)CC2c1nnn(C)n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ZKOGSLKSILTRTB-QEAPWSMKSA-N,c1ccc(COC2CCC3NC2(c2ccccc2)CC3c2nn[nH]n2)cc1,test,train
DEIUHXGBXURZNU-UHFFFAOYSA-N,CN(C)CCCn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,DEIUHXGBXURZNU-UHFFFAOYSA-N,c1ccc2c(-c3cnc4[nH]ccc4n3)n[nH]c2c1,validation,validation
SKZURSUEKLJOJT-UHFFFAOYSA-N,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,SKZURSUEKLJOJT-UHFFFAOYSA-N,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,validation,train
BWISKVKXIBGNEZ-CQSZACIVSA-N,CCn1cc(N2CCN(Cc3nc4c5cccc(OC)c5nc(N)n4n3)[C@H](C)C2)cn1,BWISKVKXIBGNEZ-CQSZACIVSA-N,c1ccc2c(c1)ncn1nc(CN3CCN(c4cn[nH]c4)CC3)nc21,validation,train
ILFIXUVIBJYIDE-UHFFFAOYSA-N,CCOC(=O)C1=C(CN2CCOC(CCC(=O)O)C2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,ILFIXUVIBJYIDE-UHFFFAOYSA-N,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,train,train
HAQKLGJJQPPHIQ-UHFFFAOYSA-N,Cc1cc2[nH]c(C3CCN(CCn4c(=O)ccc5ncc(F)cc54)CC3)nc2cc1Cl,HAQKLGJJQPPHIQ-UHFFFAOYSA-N,O=c1ccc2ncccc2n1CCN1CCC(c2nc3ccccc3[nH]2)CC1,test,train
AITNDIZULGMQGM-UHFFFAOYSA-N,NC(=O)c1ccoc1-c1cccc(OC(=O)NCCCCCCc2ccccc2)c1,AITNDIZULGMQGM-UHFFFAOYSA-N,O=C(NCCCCCCc1ccccc1)Oc1cccc(-c2ccco2)c1,train,validation
VLOIKNXQTLFVIH-UHFFFAOYSA-N,Cc1ccc(N2CCN(CCN(C)CC34CCC(CC3)C4(C)C)C2=O)cc1,VLOIKNXQTLFVIH-UHFFFAOYSA-N,O=C1N(CCNCC23CCC(CC2)C3)CCN1c1ccccc1,train,train
BXLQXLMNUBDBRA-UHFFFAOYSA-N,c1cn(C2CCCCC2)nc1OCCN1CCOCC1,BXLQXLMNUBDBRA-UHFFFAOYSA-N,c1cn(C2CCCCC2)nc1OCCN1CCOCC1,train,train
DOTHXJXYLNKQOQ-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(F)(F)C(F)(F)F)oc4cc3CC2)n1C,DOTHXJXYLNKQOQ-UHFFFAOYSA-N,c1ncc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)o1,validation,train
VCOUEHUEFUDZIS-VQTJNVASSA-N,N[C@@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,VCOUEHUEFUDZIS-VQTJNVASSA-N,O=C(CC1CC1)N1CC(c2ccccc2)=CC1c1ccccc1,test,train
NAAVWXMUUSRPCW-UHFFFAOYSA-N,O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(Cl)cc(Cl)c1,NAAVWXMUUSRPCW-UHFFFAOYSA-N,O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccccc1,train,train
TVKCCIBAUDHHBL-UHFFFAOYSA-N,COc1ccc(Cn2c(N3CCC(N(C)CC4CCOCC4)CC3)nc3ccccc32)cc1,TVKCCIBAUDHHBL-UHFFFAOYSA-N,c1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,test,train
ZIQDGXNDXRMRPM-VGOFRKELSA-N,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,ZIQDGXNDXRMRPM-VGOFRKELSA-N,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,train
GIYCUMSDCASBAI-UHFFFAOYSA-N,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,GIYCUMSDCASBAI-UHFFFAOYSA-N,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,train,train
CVQXOFORJWCSME-ZOBUZTSGSA-N,COc1ccc2ncc(=O)n(C[C@H](N)[C@H]3CC[C@H](NCc4ncc5c(n4)NC(=O)CO5)CC3)c2c1,CVQXOFORJWCSME-ZOBUZTSGSA-N,O=C1COc2cnc(CNC3CCC(CCn4c(=O)cnc5ccccc54)CC3)nc2N1,train,train
MUOKSQABCJCOPU-UHFFFAOYSA-N,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,MUOKSQABCJCOPU-UHFFFAOYSA-N,c1ccc(Nc2nc3ccccc3c3cnccc23)cc1,train,train
FFOJEGBGRKUXSR-YESZJQIVSA-N,C[C@@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ncc(-c4ccccc4)nc3n2)C[C@H](C)O1,FFOJEGBGRKUXSR-YESZJQIVSA-N,c1ccc(-c2cnc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1,train,validation
BRKOVFUTTJGJEO-PPJWLVRDSA-N,O=C1NC[C@@H](c2ccccc2)C12CCN([C@@H]1CCCC[C@@]1(O)c1ccc(F)cc1)CC2,BRKOVFUTTJGJEO-PPJWLVRDSA-N,O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,train,train
RIJLVEAXPNLDTC-UHFFFAOYSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,RIJLVEAXPNLDTC-UHFFFAOYSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,train,train
DGHURJYXAQLSSM-UHFFFAOYSA-N,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C3CC3)cc2)cc1,DGHURJYXAQLSSM-UHFFFAOYSA-N,O=C1NCC(c2ccc(C3CC3)cc2)N1CCc1ccccc1,train,test
CSKHOLSVNNTGRJ-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1,CSKHOLSVNNTGRJ-UHFFFAOYSA-N,O=C(c1ncn2c1COc1c(CCN3CCN(c4cccc5ncccc45)CC3)cccc1-2)N1CCCCC1,validation,validation
ZAAQJDPTTZJUDL-UHFFFAOYSA-N,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc56)CC4)cc32)cc1,ZAAQJDPTTZJUDL-UHFFFAOYSA-N,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1,test,train
MRBDMNSDAVCSSF-UHFFFAOYSA-N,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,MRBDMNSDAVCSSF-UHFFFAOYSA-N,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,train,train
AOENVDMUUDVVCC-UHFFFAOYSA-O,NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CC[N+]1(CCCC1)C2,AOENVDMUUDVVCC-UHFFFAOYSA-O,O=C(Nc1ccccc1)Nc1cc2c(s1)C[N+]1(CCCC1)CC2,validation,train
RJVRDLDDCGQDGE-DYPKXQKGSA-N,CC[C@H](C)[C@H](C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,RJVRDLDDCGQDGE-DYPKXQKGSA-N,c1ccc(Cc2cc(C3CCN(CC4CNCC4c4ccccc4)CC3)[nH]n2)cc1,train,train
MHHWVOMTIHAEBQ-UHFFFAOYSA-N,CCOc1ccccc1OCC[N+]C(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,MHHWVOMTIHAEBQ-UHFFFAOYSA-N,c1ccc(CC[N+]CCOc2ccccc2)cc1,test,train
ODMIZDMPOAVBLL-UHFFFAOYSA-N,N#CCCN1C(=O)c2ccccc2C1C(=O)NCc1ccc(OC(F)(F)F)cc1,ODMIZDMPOAVBLL-UHFFFAOYSA-N,O=C1NC(C(=O)NCc2ccccc2)c2ccccc21,train,train
MGPBHFVVGJDFMY-UHFFFAOYSA-N,Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cnccn1,MGPBHFVVGJDFMY-UHFFFAOYSA-N,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,train,train
FAKWTGCDJRCHLT-UHFFFAOYSA-N,CN1CCN(c2cccc3c2CC(NC(=O)c2ccc(OC(F)(F)F)cc2)CO3)CC1,FAKWTGCDJRCHLT-UHFFFAOYSA-N,O=C(NC1COc2cccc(N3CCNCC3)c2C1)c1ccccc1,train,train
YOBFWRIGWQNXBS-UHFFFAOYSA-N,Cn1cc2c(OCC3CCN(CCc4ccc(N)cc4)CC3)nc3ccccc3c2c1,YOBFWRIGWQNXBS-UHFFFAOYSA-N,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,train,train
LSBTVOALOCKVLH-UHFFFAOYSA-N,COc1ccc(Br)cc1CCc1c(Cl)cccc1C(=O)NC(=N)N,LSBTVOALOCKVLH-UHFFFAOYSA-N,c1ccc(CCc2ccccc2)cc1,train,test
NVDJSAWSIQVXTB-UHFFFAOYSA-N,CCCc1cc(-c2cc(C(=O)N(C)C)cc(C(F)(F)F)c2)nc(C#N)n1,NVDJSAWSIQVXTB-UHFFFAOYSA-N,c1ccc(-c2ccncn2)cc1,validation,train
DSRHIOLRVWZQBY-UHFFFAOYSA-N,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4c(F)cc(C#N)cc4F)CC(C2)O3)cc1,DSRHIOLRVWZQBY-UHFFFAOYSA-N,O=S(=O)(NCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,train,train
GLJRDKAYQYOCDN-UHFFFAOYSA-N,c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,GLJRDKAYQYOCDN-UHFFFAOYSA-N,c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,train,test
CPYDGVQEYKJGKY-UHFFFAOYSA-N,CCCOCCn1c(=O)c(NCCNCCO)nc2cnc(-c3ccc(OC)nc3)cc21,CPYDGVQEYKJGKY-UHFFFAOYSA-N,O=c1cnc2cnc(-c3cccnc3)cc2[nH]1,validation,train
WMQAVJAQWBWMPU-UHFFFAOYSA-N,COc1ccccc1OCC[N+]CC(O)COC1=CC=CC2=Nc3ccccc3C12,WMQAVJAQWBWMPU-UHFFFAOYSA-N,C1=CC2=Nc3ccccc3C2C(OCCC[N+]CCOc2ccccc2)=C1,train,train
KQTXWKJKIOAAAJ-OFAXGOBFSA-N,Cc1nc2cc(F)ccc2n1[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1,KQTXWKJKIOAAAJ-OFAXGOBFSA-N,c1ccc2c(c1)CC(CNC1CCC(n3cnc4ccccc43)CC1)C2,train,train
FVKOQIAHRJRIQI-UHFFFAOYSA-N,O=C(C1CC1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cc[nH]n3)cc(C(F)(F)F)c2)CC1,FVKOQIAHRJRIQI-UHFFFAOYSA-N,O=C(C1CC1c1ccccc1)N1CCN(S(=O)(=O)c2cccc(-c3cc[nH]n3)c2)CC1,train,train
MPCLARAFXPQZQF-FCHUYYIVSA-N,Cc1[nH]ncc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)[C@@H]3C[C@H]3c3ccc(C(F)(F)F)cc3)CC2)c1,MPCLARAFXPQZQF-FCHUYYIVSA-N,O=C(C1CC1c1ccccc1)N1CCN(S(=O)(=O)c2cccc(-c3cn[nH]c3)c2)CC1,train,train
QFUBKRXIPAIYHW-JOCHJYFZSA-N,COc1cc(-n2cnc(C)c2)ccc1-c1cn([C@@H]2CCc3c(F)cccc3N(CC(F)(F)F)C2=O)nn1,QFUBKRXIPAIYHW-JOCHJYFZSA-N,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,train,train
ZYQVKVVQGPZOLB-MEKIYTOJSA-N,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCCCCC1)C2,ZYQVKVVQGPZOLB-MEKIYTOJSA-N,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCCCCC1)C2,validation,train
